squareMeters,numberOfRooms,floors,numPrevOwners,made,hasGuestRoom,price
35966,4,35,8,2009,3,3600448.9
23790,55,70,9,1997,6,2387891.7
62563,35,66,6,1994,7,6268203.4
74693,98,57,3,1997,8,7476380.7
69815,68,96,3,2001,8,6994868.1
31372,70,71,6,2000,1,3141888
47377,91,12,4,2015,4,4742430.5
21748,5,29,6,1991,10,2180962.1
74938,28,31,10,2020,6,7496677
84747,97,86,7,2014,7,8483566.4
52843,75,50,7,2004,3,5291087.4
94638,50,32,10,2014,10,9465407.4
57035,7,24,2,1998,7,5710846.8
10031,44,2,10,2004,0,1007605.4
87362,50,25,3,1995,7,8743936.5
50571,39,24,10,1998,0,5063431.8
69918,32,11,5,2005,2,6995676.5
42217,74,83,7,2009,5,4228208.9
76907,10,87,10,1997,10,7694726.7
15500,92,98,7,2020,7,1554517
53304,47,79,3,2012,2,5337897.2
1973,1,21,9,2000,9,201809
91112,51,9,2,1991,1,9121414.1
76204,60,8,5,1990,7,7628150
97471,74,90,7,2013,6,9756243.3
88887,9,28,7,1995,7,8897254.5
38490,14,8,3,2017,3,3853460.7
72450,63,71,10,2008,9,7250244.8
88367,5,7,1,2018,7,8837449.8
30782,99,48,5,2020,9,3082971
5033,58,28,6,1991,8,508665.1
26519,33,42,1,2014,1,2656599.4
65934,29,51,7,2007,0,6597942.7
98106,98,3,6,1992,1,9811465.2
6577,9,68,7,2006,4,662852.6
18250,16,82,10,2011,2,1829113.1
40783,48,80,8,1992,10,4086725.2
33156,15,43,3,1994,3,3323470.4
47523,89,89,3,2006,10,4760526.6
79604,30,4,3,2016,2,7965563.6
95762,64,63,10,2004,2,9583086.4
31317,91,25,2,1995,5,3142581.5
788,53,53,4,2014,8,82042.4
41188,30,62,9,2012,1,4122637.2
62282,35,44,1,2010,10,6229623
45979,46,2,5,2004,6,4600373.4
35828,77,3,6,1998,1,3583375.8
84540,21,64,3,2007,2,8455482.7
70288,78,28,9,2011,7,7034567.1
44681,63,80,7,1995,1,4480399.5
8856,96,38,7,1996,3,895829.6
45730,11,99,9,1998,10,4583276.8
59478,22,68,8,1992,8,5950543.2
31692,7,36,4,2007,2,3172857.7
58737,66,62,3,2014,0,5882539.4
32100,79,39,5,2017,6,3213786.7
67663,1,49,10,2014,2,6775397.4
59810,64,56,10,2016,1,5991500.6
86186,85,36,8,2010,6,8620785
38030,53,4,2,1990,2,3803961
48331,2,42,8,2019,9,4839984.9
27856,34,98,1,2016,9,2795386.6
70976,84,44,7,2018,4,7101406.8
90180,91,63,5,2014,8,9023962.4
54646,10,98,4,2017,10,5479242.7
42024,72,9,10,2003,9,4205806.3
8969,72,92,3,2013,9,908919.3
38926,58,7,2,2007,6,3902208.7
80419,55,31,5,1998,3,8043741.8
5585,61,76,10,2019,5,564773.9
91651,97,95,8,2016,9,9172889.6
5443,17,39,7,2000,3,549119
15355,1,30,4,1992,10,1544783.2
6963,11,65,1,1995,2,703519.5
77261,32,18,6,1997,5,7727179.7
26694,68,72,2,1994,4,2672253.4
79744,36,50,8,2012,0,7979395.2
32084,20,71,8,2015,10,3214809.5
93703,46,56,1,2018,6,9377879.8
78984,62,89,9,2014,2,7910102.4
369,25,92,10,2003,7,39316.3
10697,16,95,8,2009,7,1074445.9
13349,65,18,3,2004,4,1339458.4
25791,74,10,10,2015,5,2582155.5
96687,11,61,6,2016,5,9676763.6
41083,69,62,6,2017,10,4114499.7
63078,38,35,1,2005,2,6316522.5
33935,12,86,4,2015,0,3400557.5
30104,88,88,7,1996,5,3016757.6
44414,70,94,1,2003,0,4449908.3
95116,9,28,8,2000,3,9518424
16996,89,52,2,2005,8,1708754.5
15290,77,97,3,2009,8,1533827.9
57562,87,7,5,2018,9,5756919.8
22786,23,81,5,1991,6,2281031.1
84540,46,66,8,1990,4,8459024
41168,99,11,6,1992,9,4123023.2
33622,77,73,5,2014,1,3371927.4
66878,22,41,5,2016,2,6692131.6
9815,96,24,2,2010,6,989932
81392,34,10,8,2009,3,8143562.9
95375,30,37,1,1998,9,9545994.8
29917,70,39,9,2011,5,2998840.1
16336,76,11,8,2008,1,1636600.8
90836,97,40,2,2011,7,9086961.1
60244,35,47,10,1995,7,6034513.5
43030,81,85,10,2010,10,4310671
5504,11,76,4,1990,2,559951
37620,55,51,8,1994,8,3764885.4
6313,18,74,6,2004,7,640633.4
52251,53,10,10,2005,8,5231126.5
75749,81,30,3,2020,5,7579803
31113,93,93,2,2020,10,3122972
18972,70,3,3,2010,4,1902042
28769,22,80,10,2021,2,2881959.1
44539,24,23,4,2007,2,4454837.7
17643,18,1,8,2004,8,1765047.4
52079,71,97,10,1995,10,5217238.5
76906,77,6,1,2019,5,7692420.9
88655,88,94,9,2007,0,8875673.7
87554,16,77,7,2010,8,8769996
7889,38,58,7,2000,0,793852
33185,28,60,8,1998,8,3325883.8
81860,68,65,5,2000,7,8190448
16335,35,76,6,2005,2,1635816.5
23164,79,76,10,1992,4,2322369.2
50839,93,91,3,2009,9,5091375.9
17432,49,15,6,1993,10,1751212.3
94930,27,98,6,2001,8,9499136.1
47601,29,69,5,2001,5,4765720.1
57143,81,11,9,2001,8,5716057.1
90614,77,16,6,2016,10,9065677.6
43245,83,35,8,2003,10,4325940.3
96666,95,9,4,2008,2,9672165.8
49608,59,10,7,1992,10,4965463.2
15385,69,93,2,2013,8,1548993.3
14973,91,22,2,2018,4,1501528.8
82285,19,22,5,2014,8,8229649.4
89520,47,6,3,2007,1,8952698.7
31454,12,57,1,2012,0,3148909.2
63341,81,85,6,1991,5,6338314.1
91166,100,8,6,1995,0,9123483.5
86153,7,54,9,2020,6,8627514
24519,54,3,4,2001,3,2456369.1
17458,69,51,5,2008,2,1751679.8
48568,18,11,3,2011,7,4860230.1
14881,68,88,9,2007,10,1498063.7
61123,25,72,4,1995,5,6123098.5
3854,7,25,7,2009,10,393085.9
86908,90,56,7,2014,7,8695385.4
55366,51,98,3,2011,8,5540333.1
17051,46,43,2,1993,2,1710016.3
14436,15,6,2,2002,10,1444902.2
34220,50,33,3,1996,1,3430761.6
95215,72,8,9,2009,6,9522466.9
82140,63,10,9,2003,5,8215500.3
5706,57,38,7,2005,7,574164.5
35778,92,35,8,2012,9,3580006.2
73323,43,5,10,1990,6,7334601
97544,65,72,2,2014,5,9760573.4
74037,75,84,10,1997,10,7410767.7
27244,95,91,7,1996,6,2731619.6
7812,68,93,6,2012,0,786725.2
95800,83,28,9,1990,3,9591195
4442,11,46,8,2016,1,450428.6
71399,40,74,10,1996,10,7141237.6
8223,73,18,4,2009,5,828761.9
49694,47,17,8,2021,1,4973672.1
71661,54,64,6,2014,2,7173346.4
98826,87,77,2,2007,9,9894829.7
92000,54,6,8,2011,2,9203514.1
82274,36,69,1,2013,10,8237371.3
28957,71,2,9,1992,3,2903240.2
45273,66,3,6,2007,5,4531464.7
27649,86,67,10,1997,10,2770975.7
78681,23,87,9,2015,3,7884526.5
30383,24,87,8,2000,5,3049140
16205,33,53,5,2000,1,1626165
35821,12,71,10,2013,7,3589966.3
96601,97,37,1,2015,8,9665463.5
34075,70,28,2,1995,4,3415018.5
64246,31,90,4,1995,1,6435521.5
8732,69,40,7,1991,5,876520.1
15807,34,33,2,2020,8,1587804
41409,100,9,1,2003,9,4149403.3
84748,29,96,9,2013,7,8480498.3
95514,64,83,8,2016,1,9557636.6
19596,10,28,10,1997,2,1965484.7
26886,88,10,6,1991,0,2692355.1
5017,48,49,5,1993,5,506461.3
817,80,26,7,2003,3,87408.3
56381,5,91,1,2009,1,5646091.9
45464,3,3,5,2021,8,4549774.1
63992,5,39,9,2005,2,6405553.5
81411,23,74,1,1998,9,8149663.8
67053,15,33,2,2019,9,6707304.9
13560,1,17,3,2001,1,1361612.1
59993,13,67,4,2015,3,6009243.5
95568,61,56,8,1992,0,9562024.2
50873,95,38,10,2018,4,5089609.8
56885,89,80,4,2001,8,5699848.1
72193,49,82,7,1992,1,7224575.2
39210,100,70,9,2011,3,3923171.1
82468,24,1,2,1999,10,8250786.9
64882,88,86,7,1990,8,6493005
98864,37,55,7,2006,7,9892826.6
71061,89,75,4,2018,7,7118344.8
46585,73,91,6,1990,6,4662821
41976,78,86,7,1990,5,4205798
52165,3,3,2,1998,6,5221495.8
89999,49,3,4,2010,5,9004222
65611,61,23,9,1999,7,6563935.9
16067,4,26,7,2007,7,1610057.7
57970,2,53,6,2013,5,5811905.3
50373,38,53,3,2003,3,5043556.3
12079,66,70,8,2020,9,1213149
36670,12,54,9,2003,2,3676149.3
2122,89,67,9,2000,8,219749
88458,5,36,8,2012,9,8853221.2
70603,35,42,1,2012,7,7065124.2
70091,62,86,6,2009,8,7019102.9
3886,86,35,5,2021,4,398355.1
64932,38,42,9,2016,4,6496287.6
4434,79,29,2,2009,5,453660.9
79441,54,84,4,2011,3,7949525.1
53077,84,92,2,2012,0,5317242.2
91526,63,3,2,2008,0,9154926.8
91334,54,97,4,1997,3,9142863.7
38674,79,97,3,2015,5,3881695.5
83033,36,75,9,2006,5,8313113.6
76692,42,28,10,1997,1,7673297.7
9468,3,18,3,1996,7,952050.6
1347,45,39,7,1998,7,142485.8
74970,60,82,5,2000,10,7509123
87957,56,46,9,2014,6,8800891.4
31560,74,17,10,2004,2,3159643.4
23804,58,39,1,2008,5,2386532.8
21765,79,35,10,1990,0,2184139
11192,18,100,10,2005,9,1129884.5
91569,74,40,10,1996,2,9166813.6
23554,69,31,3,1990,10,2365037
95444,10,10,5,1992,4,9547388.2
35447,94,57,5,2017,5,3550859.7
87502,32,89,9,2009,3,8761066.9
56188,31,56,1,2018,9,5627165.8
58234,22,9,9,2005,5,5826681.5
11130,77,98,2,2021,5,1123958.1
84920,20,67,7,2008,3,8498090.8
52593,7,24,6,1997,0,5266675.7
71830,84,94,5,2010,6,7198524
60443,27,29,5,2020,5,6050123
87140,89,35,4,2021,5,8719038.1
20466,54,17,8,1992,8,2050714.2
98983,28,94,4,1995,6,9907159.5
97600,92,60,7,2004,1,9766250.4
84478,54,85,7,2002,5,8455893.2
94293,2,63,5,2014,3,9434658.4
79363,63,21,9,2020,7,7939687
82102,34,13,9,2006,10,8212467.6
68916,19,13,3,2013,7,6893475.3
79078,60,90,3,1998,9,7911742.8
78304,100,82,4,2010,6,7838249
16318,7,66,3,2018,4,1641389.8
32263,76,92,1,2018,3,3235937.8
95800,34,20,8,2021,0,9585132.1
26659,18,88,8,1990,2,2677314
74995,94,57,5,2021,3,7505553.1
18399,88,1,3,2000,8,1841652
14099,88,4,4,2019,10,1417841.9
59805,45,74,10,2001,9,5986841.1
83388,97,72,4,2016,0,8339971.6
34049,10,79,5,2002,7,3413350.2
80863,57,31,3,2013,5,8089383.3
48854,79,83,9,2002,10,4890551.2
93002,53,52,2,1992,9,9302663.2
68895,50,2,3,1995,6,6891689.5
50058,72,96,2,2005,0,5009004.5
93342,7,41,1,2020,7,9340733
87586,41,4,3,1997,5,8759529.7
59564,62,17,3,2000,1,5962905
94512,89,39,1,2002,2,9457140.2
35145,44,8,2,2008,7,3515730.8
36050,56,90,8,1991,1,3611909.1
69630,70,76,1,1999,9,6973784.9
7019,33,99,4,2008,5,705568.8
3633,11,32,1,1992,5,375162.2
17193,18,72,4,2018,5,1724888.8
72730,58,38,10,1993,0,7276501.3
50152,39,70,7,2015,2,5018454.5
88898,53,52,6,2018,5,8902046.8
48819,75,90,2,2005,2,4887042.5
92649,31,77,8,1991,8,9271774.1
42485,1,40,7,2017,3,4251851.7
65867,37,92,2,1994,10,6593211.4
2372,41,5,1,2003,4,241014.3
60514,46,35,1,2019,8,6059360.9
93564,16,66,10,2019,3,9370487.9
40622,96,94,1,2009,9,4071155.9
24490,36,87,6,2009,10,2452012.9
24386,69,71,6,1997,9,2445795.7
83072,42,20,9,2014,10,8312353.4
65741,88,78,3,2000,7,6575564
48867,40,56,6,2013,10,4889559.3
18148,96,39,5,2020,9,1821559
20444,13,31,3,1993,4,2049492.3
95591,85,43,9,2003,0,9560516.3
46572,89,18,4,1993,9,4658899.3
12849,48,21,5,2021,4,1290147.1
21370,67,67,8,1999,4,2142261.9
13131,22,46,7,2003,1,1321934.3
4489,54,2,2,1996,0,453812.6
59286,77,95,3,1991,10,5940315.1
38370,20,73,5,2018,10,3840886.8
44479,4,19,3,2001,1,4453151.1
27738,12,44,4,2008,10,2780182.8
82680,89,27,7,2017,0,8273795.7
52687,35,43,4,2004,8,5271994.4
77043,22,83,6,1993,9,7709349.3
58041,71,29,6,2016,2,5810358.6
56147,70,100,7,2016,7,5621340.6
96006,26,17,7,2003,10,9609774.3
92541,5,31,3,1992,0,9255462.2
20978,10,86,5,1996,1,2100765.6
9210,87,42,7,1990,9,926256
87699,92,73,7,2000,3,8777421
81260,66,3,5,1992,4,8127110.2
94015,33,99,5,1992,2,9409921.2
33979,59,3,7,1994,10,3402494.4
81065,95,80,4,2020,1,8116681
61028,63,14,8,2006,2,6104386.6
31419,80,6,3,2009,4,3147602.9
70080,72,98,7,2014,7,7018061.4
58314,75,13,6,2003,10,5836299.3
92128,90,100,9,2019,9,9223230.9
61615,54,27,8,2004,2,6162767.4
92722,79,73,3,2019,3,9283890.9
35755,7,20,4,2013,9,3578043.3
59834,90,50,6,2018,5,5992116.8
76297,88,69,4,1993,5,7637924.3
89286,14,73,9,2016,2,8933700.6
46367,47,84,8,2017,7,4648492.7
7591,98,59,2,1996,3,765416.6
37965,3,28,1,1990,10,3799673
3155,53,16,7,2015,10,323586.5
9845,75,82,8,2002,2,988800.2
6363,36,75,1,2013,0,643101.3
77566,38,21,6,2009,7,7762684.9
99918,57,58,8,1990,4,10002945
1108,66,24,8,2020,10,112384
73867,99,84,5,1999,10,7391147.9
3822,60,76,4,1999,5,392397.9
85911,37,31,10,1994,6,8598134.4
59582,69,79,5,2001,2,5965453.1
92522,39,20,1,2005,3,9259875.5
71418,20,47,8,2014,7,7147130.4
15975,97,80,1,2021,4,1604852.1
26721,12,27,6,2013,3,2676647.3
27230,14,73,5,2000,9,2730690
69664,73,66,10,2009,4,6973278.9
59702,45,37,6,1994,0,5979963.4
88079,30,9,6,2017,10,8810981.7
7464,5,5,10,2007,10,749433.7
36836,79,61,5,2009,2,3690931.9
81118,43,60,7,1991,3,8114549.1
21941,76,5,8,1992,0,2202238.2
56509,59,68,4,2019,1,5654739.9
2877,19,83,4,1995,4,296378.5
5013,19,57,6,1999,3,504173.9
14745,68,64,3,2013,5,1486405.3
36511,20,44,9,1993,0,3652333.3
49953,75,38,9,2021,8,5007612.1
65297,73,86,10,2017,0,6536489.7
9457,70,37,2,2014,9,953108.4
14224,26,45,3,2003,6,1433009.3
92860,28,2,2,2018,2,9291439.8
82109,57,15,6,1990,10,8215749
82907,81,14,6,2010,4,8297847
85467,96,72,10,2016,7,8552777.6
48861,27,56,9,2002,3,4890753.2
20851,89,33,10,2004,0,2091090.4
54531,42,53,4,1996,4,5456185.6
71923,67,27,9,2002,5,7196257.2
87018,37,79,7,1995,7,8707002.5
82525,63,38,4,2008,7,8258910.8
1562,77,72,8,2013,0,161885.3
55877,30,22,4,1994,7,5589583.4
29392,42,45,7,2003,9,2944295.3
61067,81,39,5,1998,2,6109873.8
92725,81,33,6,2003,1,9283435.3
86614,65,63,6,1996,1,8671187.6
85022,55,99,10,2012,0,8508095.2
95388,66,57,5,2008,10,9543098.8
389,28,34,7,2000,9,43545
22254,94,46,7,1991,6,2233861.1
17518,98,59,2,1998,5,1760239.8
56997,84,93,5,1990,10,5704164
76149,24,63,4,2009,7,7619731.9
26223,35,8,6,2014,5,2630045.4
88914,11,67,7,2005,6,8899500.5
53822,82,14,6,2008,4,5383902.8
22451,88,30,9,2019,4,2251128.9
51678,100,64,5,2016,5,5175264.6
77383,8,34,2,1994,4,7746930.4
46018,47,11,2,1993,3,4612424.3
43691,19,39,1,1993,2,4375504.3
55209,80,96,6,2006,5,5532468.6
24052,85,6,6,2005,3,2410520.5
21482,43,38,8,2021,3,2156342.1
34713,92,27,6,2020,10,3475991
20395,11,24,1,2020,10,2041658
2599,8,85,9,2004,1,267488.4
81472,22,16,7,2013,4,8157989.3
69945,5,77,8,2014,10,6998212.4
61139,92,94,2,2006,10,6127221.6
28899,6,20,9,2007,2,2892484.7
23210,4,1,10,2014,3,2321968.4
48670,25,53,8,2005,9,4874367.5
60256,60,68,3,2016,10,6033836.6
81902,38,85,8,2010,1,8192941
22606,99,80,3,1998,2,2271736.8
56613,58,92,10,1990,9,5673842
54822,84,12,9,2016,2,5485078.6
46536,57,58,5,1997,9,4660099.7
61502,77,75,10,2019,5,6158082.9
42079,5,10,1,1991,10,4213303.1
1693,30,38,1,2006,1,174850.6
28617,20,65,9,1995,9,2866340.5
94394,79,94,10,2006,10,9441848.6
71714,82,53,1,2006,5,7175059.6
28076,4,86,1,2014,4,2819687.4
88642,66,83,3,2001,4,8872635.1
99532,17,62,6,1993,5,9954865.3
70707,70,68,8,2011,2,7077984.1
68985,67,79,4,2017,3,6910322.7
20469,43,77,4,2003,6,2057093.3
64930,54,75,6,2001,10,6510156.1
47275,91,86,1,1990,8,4731933
88658,94,7,6,2015,7,8869471.5
51476,97,97,9,2017,4,5155902.7
15351,93,14,3,2003,7,1539085.3
66990,11,3,4,2011,2,6708186.1
99338,73,88,1,2007,3,9941123.7
18376,68,21,9,1997,0,1842716.7
16214,65,56,9,2015,0,1629077.5
42477,38,13,2,1991,2,4252254.1
1331,73,94,3,1996,10,135115.6
32433,33,71,5,1999,6,3253892.9
16888,2,41,5,1996,5,1694620.6
45206,39,12,8,2014,1,4527173.4
77936,43,54,6,2001,2,7799946.1
52324,70,36,6,2009,2,5240655.9
94565,13,95,1,2004,10,9463275.4
38273,17,26,3,2012,10,3832850.2
50109,35,13,2,2015,7,5016997.5
1887,70,28,9,2015,6,194035.5
43891,36,23,9,2005,8,4394008.5
43621,28,62,9,2010,8,4364041
93924,77,38,3,1992,5,9396009.2
70589,78,7,5,2009,4,7065959.9
15729,36,94,2,1998,0,1575961.8
36849,25,52,4,1998,1,3689400.8
68365,98,82,5,2001,3,6841624.1
52478,20,22,6,1992,9,5252648.2
67012,32,76,9,2004,9,6707398.4
61335,61,13,4,2018,7,6137391.8
3535,1,16,8,1995,10,358689.5
79620,60,63,4,2019,2,7965223.9
53596,87,97,4,2020,5,5369695
74621,100,17,3,2003,9,7468927.3
21749,44,49,10,2011,10,2181457.1
60899,79,64,7,2004,1,6099761.4
7957,70,66,5,2001,9,805480.1
35941,83,97,8,2001,9,3596784.1
97772,35,27,2,1993,7,9781828.3
66508,75,100,3,1990,1,6652899
30862,32,12,2,2001,3,3091919.1
25872,18,28,9,1991,3,2589819.1
81653,67,77,1,2007,6,8173862.7
3261,6,32,9,2010,4,330590
86301,57,13,1,2006,1,8634295.6
31810,81,20,4,1994,5,3183159.4
49386,96,76,2,1990,0,4943038
82353,84,98,9,2011,3,8238845.1
25998,57,99,6,2001,5,2618078.1
43120,4,58,5,1990,7,4322504
82202,100,59,2,2014,7,8227582.4
51966,86,27,10,1994,2,5202574.4
74988,62,66,7,2012,7,7513503.2
35412,27,70,8,1994,4,3555286.4
18179,14,49,2,2004,7,1822705.4
35375,23,93,3,2006,9,3547670.6
75731,13,98,5,2017,0,7581003.7
40227,36,46,1,1997,8,4030969.7
93046,70,88,7,2000,6,9312840
16979,67,84,5,2012,0,1706608.2
45273,54,27,10,2007,1,4535019.7
62247,100,68,4,2010,7,6231793
44913,30,39,9,2015,10,4493550.5
60745,97,85,6,2015,1,6084063.5
93571,47,38,9,2018,7,9361586.8
15186,54,73,8,2001,2,1523188.1
32024,91,13,10,2019,10,3207302.9
30579,73,98,4,2002,1,3064236.2
83117,48,1,6,1993,1,8314925.3
75189,55,53,4,2005,4,7523363.5
6121,70,31,1,2004,10,618710.4
47554,86,53,4,2020,3,4765507
38525,87,18,3,2018,6,3861258.8
76623,27,9,9,2001,9,7663621.1
56430,86,95,8,2013,5,5651930.3
89237,9,99,5,2004,8,8935828.4
42495,49,11,3,2008,5,4254092.8
2930,61,52,4,2002,0,298074.2
34336,92,55,4,2013,5,3442471.3
39222,55,25,3,1991,6,3929495.1
36428,24,9,2,2015,9,3646080.5
9852,85,25,10,1990,1,992182
27197,43,91,1,2021,7,2727914.1
30176,36,84,8,2011,8,3024957.1
40057,56,32,9,2020,2,4007722
54379,82,10,9,2012,1,5447444.2
35131,20,12,2,2001,4,3515398.1
30872,54,19,6,1992,9,3088148.2
94569,18,6,4,2000,2,9464117
35714,84,52,9,1993,3,3578983.3
63182,21,91,5,1990,9,6326321
35122,45,76,1,1993,1,3519372.3
49171,2,78,5,2004,2,4931736.4
83780,56,6,10,2020,1,8382464
87781,72,44,9,2011,10,8789651.1
93437,40,36,7,2009,6,9350312.9
51477,14,26,9,2021,4,5152795.1
33028,62,4,2,2016,6,3307652.6
78173,67,68,3,1996,7,7819707.6
85424,18,26,2,2005,10,8548350.5
41303,43,29,2,2021,3,4132922.1
96859,19,84,3,2020,8,9697543
43455,37,49,10,2010,0,4353454
66050,85,81,3,2018,8,6616556.8
56659,43,85,8,2012,3,5671005.2
58597,99,4,7,2021,0,5867655.1
78552,67,32,8,2008,7,7861906.8
36565,5,19,9,2007,10,3658403.7
97843,40,76,6,2012,0,9790045.2
49777,23,64,8,1990,9,4984030
94847,31,6,3,2001,8,9493047.1
5886,87,22,10,1991,7,594670.1
85083,70,33,10,1994,3,8511641.4
60153,68,49,6,1994,6,6021519.4
13553,66,65,6,2017,4,1360671.7
90797,98,35,1,1998,2,9082814.8
66814,39,57,10,2018,1,6684800.8
87182,38,11,3,2007,1,8723444.7
85184,38,12,2,2008,0,8522151.8
22216,50,21,10,2006,0,2227097.6
20967,33,66,2,2016,4,2103788.6
52948,91,10,9,1994,6,5301685.4
69328,3,64,9,1997,7,6939925.7
8759,60,28,8,2003,0,879516.3
83475,29,21,6,2003,8,8354822.3
68213,15,46,7,2018,8,6824757.8
37041,95,42,1,1990,3,3712504
45199,42,35,9,2017,2,4525009.7
64514,85,7,3,2018,8,6458929.8
55484,78,28,10,1996,7,5555288.6
74310,4,30,4,2004,7,7436951.4
75985,5,68,10,1994,0,7606736.4
90110,64,52,5,1998,0,9019491.8
77231,96,86,4,2008,7,7736121.8
33135,29,77,3,2014,6,3319402.4
25662,30,28,6,1992,8,2572373.2
3479,15,21,6,2016,2,349192.6
91004,36,11,1,2009,5,9102980.9
41387,3,37,2,2008,4,4141466.8
82616,76,31,7,2003,8,8262441.3
40647,84,96,3,2007,0,4077290.7
9410,26,99,7,1994,3,953870.4
81166,80,33,1,2017,7,8119282.7
21459,14,85,6,2005,4,2156838.5
94674,52,78,5,1991,4,9477047.1
76405,7,71,4,2009,2,7654143.9
59302,85,31,5,2007,7,5940173.7
5017,6,10,10,2005,10,505976.5
45737,86,37,5,2011,0,4580439.1
77021,24,27,4,1990,4,7708657
37563,11,73,8,1994,3,3758386.4
32561,12,69,10,2016,1,3259171.6
97802,50,68,2,2021,8,9787101.1
40792,37,65,9,2018,5,4083461.8
96309,1,25,6,2011,0,9638086.1
34131,4,19,10,1991,10,3418759.1
7427,82,25,1,2011,7,743576.1
93132,93,35,9,1998,5,9320824.8
792,4,68,4,2016,8,86613.6
87446,46,5,9,2006,3,8745320.6
12664,49,27,3,1997,10,1276391.7
52101,44,96,4,1991,4,5223673.1
65052,24,25,7,1992,5,6507074.2
96526,29,97,2,1992,10,9657476.2
42943,27,82,5,1994,5,4303486.4
51518,39,67,2,1999,7,5160065.9
28311,88,25,6,2002,7,2833875.2
40081,48,21,6,2012,10,4009410.2
53020,64,79,6,1996,5,5309888.6
5740,49,66,8,2001,5,578196.1
91472,12,30,2,2002,5,9154295.2
42820,94,58,10,2002,2,4284262.2
56105,44,26,8,2013,3,5615435.3
52370,47,68,5,2002,6,5249769.2
16998,1,90,4,2013,0,1711614.3
37394,85,50,8,2013,4,3747668.3
39092,15,39,10,2008,0,3912190.8
82310,69,21,6,2006,2,8235493.6
79576,78,24,6,2011,7,7958981.1
73717,72,39,9,2017,9,7380635.7
33851,19,72,4,2013,5,3390907.3
22878,99,50,2,2014,3,2293660.4
30352,16,32,8,1998,0,3040502.8
75549,16,69,5,2013,5,7561347.3
95568,83,73,10,2013,0,9566990.3
15180,44,6,6,2003,3,1518916.3
57582,76,55,1,2014,2,5762906.4
25112,40,99,5,1994,2,2518927.4
12558,36,40,1,2014,5,1267518.4
43262,98,86,4,2016,6,4338500.6
15334,16,43,5,1996,2,1535869.6
95409,46,78,3,2003,7,9544720.3
58704,94,53,2,1996,2,5883585.6
14213,73,32,4,2013,3,1428141.3
56007,65,81,9,2000,4,5604820
52330,1,64,1,2017,0,5245987.7
74986,59,94,5,1999,3,7510238.9
41043,1,78,10,1993,4,4105841.3
90374,86,24,3,2016,6,9043292.6
73664,52,96,2,2011,2,7368733.1
64693,12,10,3,2001,8,6472400.1
20743,19,15,5,2011,2,2080020.1
1719,5,31,4,2018,1,180524.8
61920,10,70,5,2000,4,6198911
79047,7,58,1,1992,3,7913249.2
1344,86,10,1,2016,1,135751.6
90170,21,23,4,2010,3,9019821
92196,29,84,9,1992,7,9224397.2
5065,71,89,7,1997,1,516232.7
7923,31,1,10,2001,10,799303.1
80237,88,35,8,2006,6,8025945.6
63681,29,16,7,2005,3,6373356.5
33749,44,38,10,1991,2,3379097.1
98664,15,42,2,2003,3,9876359.3
7535,67,58,2,2012,10,756107.2
29827,64,45,6,2013,7,2990376.3
39734,99,81,8,1992,3,3983895.2
1097,31,66,5,2020,8,114412
79629,97,8,1,2009,7,7964152.9
61480,64,39,7,2021,7,6149872.1
89921,60,2,6,2008,1,8995782.8
78256,13,33,3,2006,5,7832866.6
2743,61,20,2,1996,8,276139.6
33507,85,87,2,2013,9,3360225.3
51859,59,60,8,2003,7,5190340.3
9145,20,59,5,2009,4,919003.9
60072,36,81,1,2013,7,6021514.3
33099,3,86,5,2020,2,3322097
48299,88,34,5,2010,1,4838730
72481,18,71,1,2021,9,7254308.1
65822,70,88,3,2006,5,6585590.6
40259,8,25,8,2003,8,4029000.3
43653,13,72,2,2012,1,4374203.2
44008,40,10,7,1992,2,4402299.2
6578,34,27,4,2008,6,662084.8
25210,98,34,1,1994,6,2525784.4
72580,79,84,2,1996,1,7269915.6
4722,57,99,1,1995,3,481417.5
52967,19,54,1,1990,1,5304068
48046,97,54,2,2015,5,4818306.5
58725,76,5,10,2018,9,5876344.8
80062,78,90,4,2011,4,8007951.1
87547,11,81,4,2008,4,8756084.8
10496,32,39,4,2007,0,1056525.7
53466,98,22,8,2007,0,5354379.7
81164,24,40,9,2005,0,8122770.5
12125,50,45,7,2004,7,1219284.4
73851,51,8,2,2007,1,7387211.7
9327,96,72,8,2001,5,942653.1
64000,54,85,6,2012,3,6407878.2
4840,9,70,7,1992,6,497373.2
48164,50,36,6,2003,8,4819035.3
70087,79,81,6,2017,6,7025221.7
68609,67,74,4,2000,6,6870074
92037,100,66,3,1993,3,9216204.3
34477,46,24,10,1995,5,3454533.5
16009,87,32,10,1992,4,1609358.2
66061,62,61,7,1990,3,6613492
96142,6,79,7,2020,1,9622454
34341,27,81,5,2017,1,3440578.7
52576,67,16,5,2021,5,5260049.1
31149,95,81,10,2002,6,3122865.2
35958,96,52,1,1995,10,3602301.5
4114,43,14,8,1996,4,415562.6
39995,23,79,4,2008,10,4003367.8
99227,26,82,5,1991,0,9936021.1
39337,54,53,7,2017,7,3939660.7
77980,24,60,5,2003,9,7808460.3
63092,26,84,6,2000,9,6319624
58974,44,78,9,2008,7,5904218.8
91156,20,47,5,2009,3,9120679.9
31045,100,35,9,1990,0,3109000
17012,2,6,4,1999,8,1702289.9
21258,38,30,6,1991,9,2131166.1
82808,49,7,2,2004,5,8282112.4
31696,1,57,6,2005,0,3172950.5
